price,quantity,total_value,age,tenure_months,sale_id,customer_id,product_id,product_name,category,sale_date,gender,region,segment,churn,last_purchase_date,feedback_text,sentiment
1.2108734178653944,1.416515145738915,2.1664025490557335,0.038716239757627516,-1.1372058416674737,S000011,CUST00366,P010,Projector,Electronics,2020-06-26,Male,West,Corporate,0,2023-04-19,Product quality could be better.,Neutral
-0.33141388028281776,0.7093183680360119,-0.1270015436691352,1.4639689506220874,1.4576898792934914,S000012,CUST01896,P004,Desk,Furniture,2021-08-21,Male,East,Corporate,0,2023-11-07,"Worth the price, happy with the purchase.",Positive
0.27615384323011427,1.416515145738915,0.8706940220925308,1.0138891471912055,-1.6561849858596667,S000013,CUST00283,P002,Smartphone,Electronics,2022-03-12,Female,West,Small Business,1,2023-12-21,"Great product, very satisfied.",Positive
-0.8875720271908094,-1.4122719650726974,-0.7476459280845092,0.9388758466193917,0.07374549478097672,S000014,CUST01895,P006,Notebook,Office Supplies,2023-11-05,Female,North,Corporate,1,2023-04-28,"Worth the price, happy with the purchase.",Positive
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,-1.0114699682477641,-0.5605623481205926,S000015,CUST00549,P004,Desk,Furniture,2020-02-28,Male,East,Consumer,0,2023-10-15,Excellent customer service.,Positive
1.2108734178653944,1.416515145738915,2.1664025490557335,0.7138359449039506,-0.6758910468299688,S000016,CUST01921,P010,Projector,Electronics,2023-11-02,Male,South,Consumer,0,2023-08-26,"Great product, very satisfied.",Positive
-0.19120594408752575,0.7093183680360119,0.02848347956644911,0.2637561414730686,0.8233820363919222,S000017,CUST01430,P005,Printer,Electronics,2022-10-31,Female,South,Consumer,0,2023-08-06,"Met expectations, nothing special.",Neutral
-0.8875720271908094,0.7093183680360119,-0.7437588025036196,0.5638093437603233,-1.1948701910221617,S000018,CUST01020,P006,Notebook,Office Supplies,2021-03-18,Male,North,Small Business,0,2023-08-23,"Delivery was late, not happy.",Positive
1.2108734178653944,1.416515145738915,2.1664025490557335,-0.6364034653886956,-1.5408562871502904,S000019,CUST00379,P010,Projector,Electronics,2020-05-21,Female,East,Small Business,0,2023-03-20,"Terrible experience, will not buy again.",Negative
2.3792728861594945,-0.7050751873697942,1.0650503011370112,1.3889556500502738,-0.7912197455393449,S000020,CUST00391,P001,Laptop,Electronics,2021-04-14,Female,West,Consumer,1,2023-04-11,Easy to use and reliable.,Neutral
-0.33141388028281776,0.7093183680360119,-0.1270015436691352,0.5638093437603233,0.6503889883278579,S000021,CUST00485,P004,Desk,Furniture,2020-12-23,Female,East,Corporate,1,2023-08-15,Product quality could be better.,Neutral
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,-0.7114167659605093,-0.9065484442487212,S000022,CUST00055,P009,Monitor,Electronics,2022-10-07,Female,South,Small Business,0,2023-10-01,Excellent customer service.,Positive
-0.8899088261273976,0.0021215903331087897,-0.7469980738210277,0.33876944204488224,0.8233820363919222,S000023,CUST00429,P007,Pen Pack,Office Supplies,2020-08-28,Female,East,Small Business,0,2023-05-17,Product quality could be better.,Neutral
1.2108734178653944,0.7093183680360119,1.583333711922292,0.33876944204488224,0.01608114542628861,S000024,CUST01842,P010,Projector,Electronics,2023-06-27,Female,North,Corporate,1,2023-04-12,"Met expectations, nothing special.",Neutral
-0.19120594408752575,0.7093183680360119,0.02848347956644911,0.4887960431885096,-0.27224060134715194,S000025,CUST01943,P005,Printer,Electronics,2022-08-20,Female,North,Corporate,0,2023-06-22,Easy to use and reliable.,Neutral
-0.33141388028281776,1.416515145738915,0.02848347956644911,-1.236509869963205,0.6503889883278579,S000026,CUST01649,P009,Monitor,Electronics,2020-12-05,Male,East,Corporate,0,2023-07-04,"Great product, very satisfied.",Positive
-0.33141388028281776,-0.7050751873697942,-0.4379715901403038,1.0889024477630191,-0.21457625199246386,S000027,CUST01489,P009,Monitor,Electronics,2023-06-09,Male,West,Consumer,0,2023-10-20,"Great product, very satisfied.",Positive
-0.8875720271908094,1.416515145738915,-0.7424630939766564,0.7888492454757644,0.5927246389731697,S000028,CUST00350,P006,Notebook,Office Supplies,2022-04-05,Male,East,Consumer,0,2023-05-20,"Terrible experience, will not buy again.",Negative
0.27615384323011427,-0.7050751873697942,-0.10108737312987115,0.2637561414730686,-0.6182266974752807,S000029,CUST01285,P002,Smartphone,Electronics,2020-11-21,Male,East,Consumer,1,2023-07-14,Too expensive for the features offered.,Negative
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,0.18874284090125487,-1.5985206365049787,S000030,CUST00067,P004,Desk,Furniture,2022-05-03,Male,West,Consumer,0,2023-01-02,"Great product, very satisfied.",Positive
-0.33141388028281776,1.416515145738915,0.02848347956644911,1.0889024477630191,0.07374549478097672,S000031,CUST00583,P009,Monitor,Electronics,2021-01-27,Female,West,Consumer,0,2023-03-23,Excellent customer service.,Positive
1.2108734178653944,-1.4122719650726974,-0.16587279947803127,-0.7114167659605093,-1.5985206365049787,S000032,CUST00797,P010,Projector,Electronics,2022-05-07,Male,West,Small Business,0,2023-03-27,Too expensive for the features offered.,Negative
-0.5183577952098738,-0.7050751873697942,-0.54162827229736,-1.6865896733940873,1.1117037831653627,S000033,CUST00901,P003,Office Chair,Furniture,2021-12-05,Male,North,Corporate,0,2023-05-06,"Met expectations, nothing special.",Neutral
2.3792728861594945,1.416515145738915,3.7860382077597365,-1.5365630722504597,-0.5605623481205926,S000034,CUST00251,P001,Laptop,Electronics,2022-11-12,Female,West,Corporate,0,2023-02-15,"Great product, very satisfied.",Positive
-0.7520376888686938,-1.4122719650726974,-0.7100703808025763,-1.461549771678646,-1.6561849858596667,S000035,CUST01642,P008,Headphones,Electronics,2020-11-04,Male,East,Corporate,1,2023-06-06,Excellent customer service.,Positive
1.2108734178653944,1.416515145738915,2.1664025490557335,0.2637561414730686,0.3620672415544173,S000036,CUST00048,P010,Projector,Electronics,2020-05-31,Female,South,Corporate,0,2023-06-03,"Met expectations, nothing special.",Neutral
2.3792728861594945,-1.4122719650726974,0.15805433226276935,-0.9364566676759504,-1.5408562871502904,S000037,CUST00004,P001,Laptop,Electronics,2022-08-28,Male,East,Consumer,0,2023-11-28,Highly recommend to others.,Positive
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,1.613995551765715,0.18907419349035295,S000038,CUST00972,P009,Monitor,Electronics,2022-10-26,Male,West,Consumer,0,2023-11-30,Easy to use and reliable.,Neutral
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,-0.8614433671041367,-1.6561849858596667,S000039,CUST01779,P009,Monitor,Electronics,2020-05-30,Male,East,Consumer,1,2023-07-19,"Great product, very satisfied.",Positive
-0.5183577952098738,1.416515145738915,-0.23065822582619142,0.41378274261669595,-0.27224060134715194,S000040,CUST01345,P003,Office Chair,Furniture,2023-12-31,Male,West,Small Business,0,2023-07-12,Excellent customer service.,Positive
-0.19120594408752575,-0.7050751873697942,-0.3602290785225117,-0.11131036138599985,-1.3678632390862262,S000041,CUST01664,P005,Printer,Electronics,2021-03-22,Female,West,Small Business,0,2023-03-29,"Delivery was late, not happy.",Positive
-0.5183577952098738,-0.7050751873697942,-0.54162827229736,-1.6115763728222736,-0.15691190263777574,S000042,CUST00266,P003,Office Chair,Furniture,2022-06-15,Male,East,Small Business,1,2023-08-21,"Great product, very satisfied.",Positive
-0.8875720271908094,0.7093183680360119,-0.7437588025036196,-1.3115231705350188,-0.848884094894033,S000043,CUST01920,P006,Notebook,Office Supplies,2020-05-08,Female,East,Consumer,0,2023-09-07,"Terrible experience, will not buy again.",Negative
-0.7520376888686938,0.0021215903331087897,-0.6323278691847842,-1.6865896733940873,-0.6182266974752807,S000044,CUST01297,P008,Headphones,Electronics,2021-04-04,Male,North,Consumer,0,2023-04-21,"Met expectations, nothing special.",Neutral
2.3792728861594945,-1.4122719650726974,0.15805433226276935,-1.3115231705350188,-1.4831919377956024,S000045,CUST01930,P001,Laptop,Electronics,2020-09-28,Female,South,Small Business,0,2023-03-21,Too expensive for the features offered.,Negative
-0.33141388028281776,0.7093183680360119,-0.1270015436691352,-1.5365630722504597,-0.5028979987659045,S000046,CUST00986,P004,Desk,Furniture,2020-02-28,Male,North,Corporate,0,2023-03-02,Product quality could be better.,Neutral
-0.33141388028281776,0.0021215903331087897,-0.2824865669047195,1.6890088523375286,-0.3875693000565282,S000047,CUST01770,P009,Monitor,Electronics,2021-04-09,Male,West,Corporate,0,2023-06-05,"Met expectations, nothing special.",Neutral
-0.7520376888686938,0.0021215903331087897,-0.6323278691847842,-1.0864832688195778,-0.15691190263777574,S000048,CUST00589,P008,Headphones,Electronics,2023-02-15,Male,East,Consumer,1,2023-04-29,"Great product, very satisfied.",Positive
-0.33141388028281776,0.7093183680360119,-0.1270015436691352,-1.6115763728222736,1.6883472767122438,S000049,CUST01870,P009,Monitor,Electronics,2023-01-09,Female,South,Corporate,0,2023-05-05,"Delivery was late, not happy.",Positive
2.3792728861594945,-1.4122719650726974,0.15805433226276935,0.7888492454757644,-1.1948701910221617,S000050,CUST01726,P001,Laptop,Electronics,2021-03-12,Male,West,Corporate,1,2023-11-07,Excellent customer service.,Positive
1.2108734178653944,-1.4122719650726974,-0.16587279947803127,-1.0114699682477641,-0.3875693000565282,S000051,CUST01631,P010,Projector,Electronics,2020-07-04,Male,East,Small Business,1,2023-07-02,"Worth the price, happy with the purchase.",Positive
-0.19120594408752575,0.7093183680360119,0.02848347956644911,-1.461549771678646,0.13140984413566484,S000052,CUST00988,P005,Printer,Electronics,2020-11-12,Female,South,Small Business,0,2023-05-24,"Worth the price, happy with the purchase.",Positive
1.2108734178653944,-1.4122719650726974,-0.16587279947803127,0.18874284090125487,-1.1372058416674737,S000053,CUST01211,P010,Projector,Electronics,2023-08-19,Male,West,Consumer,0,2023-10-13,"Met expectations, nothing special.",Neutral
-0.7520376888686938,0.0021215903331087897,-0.6323278691847842,0.41378274261669595,0.07374549478097672,S000054,CUST01090,P008,Headphones,Electronics,2022-10-20,Female,North,Corporate,0,2023-08-29,"Great product, very satisfied.",Positive
-0.19120594408752575,0.7093183680360119,0.02848347956644911,0.9388758466193917,0.4773959402637935,S000055,CUST00927,P005,Printer,Electronics,2020-10-05,Female,East,Small Business,1,2023-05-11,Product quality could be better.,Neutral
-0.19120594408752575,1.416515145738915,0.2228397586109295,0.7138359449039506,-1.5408562871502904,S000056,CUST00989,P005,Printer,Electronics,2022-04-02,Female,West,Corporate,0,2023-12-17,Excellent customer service.,Positive
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,-1.3115231705350188,1.169368132520051,S000057,CUST00675,P009,Monitor,Electronics,2023-01-07,Male,South,Corporate,0,2023-07-20,Excellent customer service.,Positive
0.27615384323011427,1.416515145738915,0.8706940220925308,-1.3115231705350188,0.9963750844559865,S000058,CUST00131,P002,Smartphone,Electronics,2021-09-17,Female,North,Small Business,0,2023-04-11,Too expensive for the features offered.,Negative
-0.8875720271908094,0.0021215903331087897,-0.7450545110305828,0.18874284090125487,0.9387107351012984,S000059,CUST01019,P006,Notebook,Office Supplies,2021-02-01,Female,North,Corporate,0,2023-04-14,"Worth the price, happy with the purchase.",Positive
-0.7520376888686938,-1.4122719650726974,-0.7100703808025763,-1.3115231705350188,-1.310198889731538,S000060,CUST01067,P008,Headphones,Electronics,2020-04-11,Female,West,Corporate,1,2023-01-21,"Great product, very satisfied.",Positive
-0.7520376888686938,-0.7050751873697942,-0.6711991249936803,-1.6115763728222736,0.5350602896184816,S000061,CUST00488,P008,Headphones,Electronics,2021-11-11,Male,West,Small Business,0,2023-10-07,Product quality could be better.,Neutral
-0.5183577952098738,-0.7050751873697942,-0.54162827229736,-0.26133696252962724,-1.6561849858596667,S000062,CUST01488,P003,Office Chair,Furniture,2022-02-15,Male,North,Consumer,0,2023-11-06,"Great product, very satisfied.",Positive
-0.33141388028281776,0.7093183680360119,-0.1270015436691352,-1.1614965693913915,0.5350602896184816,S000063,CUST00476,P009,Monitor,Electronics,2021-05-07,Male,North,Small Business,0,2023-03-31,"Met expectations, nothing special.",Neutral
-0.7520376888686938,-1.4122719650726974,-0.7100703808025763,-1.3865364711068324,0.6503889883278579,S000064,CUST00785,P008,Headphones,Electronics,2022-07-20,Female,South,Corporate,0,2023-06-04,Product quality could be better.,Neutral
-0.5183577952098738,0.0021215903331087897,-0.4379715901403038,0.7138359449039506,-0.32990495070184006,S000065,CUST01899,P003,Office Chair,Furniture,2020-09-10,Male,East,Corporate,0,2023-05-15,"Great product, very satisfied.",Positive
0.27615384323011427,0.7093183680360119,0.5467668903517301,-1.236509869963205,-0.32990495070184006,S000066,CUST00571,P002,Smartphone,Electronics,2020-11-26,Female,South,Corporate,0,2023-05-18,Excellent customer service.,Positive
1.2108734178653944,1.416515145738915,2.1664025490557335,0.1137295403294412,0.30440289219972916,S000067,CUST01485,P010,Projector,Electronics,2022-05-27,Female,East,Consumer,0,2023-06-10,Too expensive for the features offered.,Negative
-0.33141388028281776,0.0021215903331087897,-0.2824865669047195,0.7138359449039506,0.5350602896184816,S000068,CUST01747,P004,Desk,Furniture,2022-04-20,Female,North,Small Business,1,2023-03-12,Excellent customer service.,Positive
-0.8899088261273976,0.7093183680360119,-0.746350219557546,1.0889024477630191,0.5927246389731697,S000069,CUST00250,P007,Pen Pack,Office Supplies,2020-03-02,Male,South,Corporate,0,2023-11-09,"Great product, very satisfied.",Positive
1.2108734178653944,0.0021215903331087897,1.000264874788851,-0.3363502631014409,-0.9065484442487212,S000070,CUST01299,P010,Projector,Electronics,2022-05-16,Female,North,Corporate,0,2023-08-18,"Worth the price, happy with the purchase.",Positive
-0.19120594408752575,-1.4122719650726974,-0.554585357566992,-0.7864300665323231,-0.5605623481205926,S000071,CUST01818,P005,Printer,Electronics,2021-10-07,Male,West,Small Business,0,2023-09-14,Too expensive for the features offered.,Negative
-0.8899088261273976,1.416515145738915,-0.7457023652940644,1.3139423494784601,-1.3678632390862262,S000072,CUST00232,P007,Pen Pack,Office Supplies,2023-05-14,Male,East,Consumer,0,2023-08-14,Easy to use and reliable.,Neutral
-0.7520376888686938,0.7093183680360119,-0.5934566133758882,1.4639689506220874,-0.32990495070184006,S000073,CUST00230,P008,Headphones,Electronics,2020-02-24,Male,South,Small Business,0,2023-07-25,Too expensive for the features offered.,Negative
-0.33141388028281776,0.0021215903331087897,-0.2824865669047195,-0.48637686424506826,1.169368132520051,S000074,CUST01380,P009,Monitor,Electronics,2023-04-21,Male,North,Consumer,0,2023-09-07,Too expensive for the features offered.,Negative
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,1.0138891471912055,-0.4452336494112163,S000075,CUST00415,P004,Desk,Furniture,2023-05-13,Male,West,Consumer,0,2023-04-22,Excellent customer service.,Positive
1.2108734178653944,0.0021215903331087897,1.000264874788851,-1.461549771678646,-1.6561849858596667,S000076,CUST01642,P010,Projector,Electronics,2021-05-02,Male,East,Corporate,1,2023-06-06,"Delivery was late, not happy.",Positive
1.2108734178653944,1.416515145738915,2.1664025490557335,0.7888492454757644,0.5350602896184816,S000077,CUST01091,P010,Projector,Electronics,2020-02-13,Female,South,Consumer,1,2023-02-09,"Met expectations, nothing special.",Neutral
-0.19120594408752575,-1.4122719650726974,-0.554585357566992,0.038716239757627516,-0.4452336494112163,S000078,CUST01390,P005,Printer,Electronics,2022-09-08,Female,South,Corporate,0,2023-10-07,"Delivery was late, not happy.",Positive
-0.8875720271908094,0.0021215903331087897,-0.7450545110305828,-0.03629706081418617,0.8233820363919222,S000079,CUST01094,P006,Notebook,Office Supplies,2023-03-31,Female,East,Small Business,1,2023-01-26,Product quality could be better.,Neutral
-0.7520376888686938,-0.7050751873697942,-0.6711991249936803,1.613995551765715,1.169368132520051,S000080,CUST00028,P008,Headphones,Electronics,2023-05-15,Male,South,Small Business,0,2023-09-03,"Great product, very satisfied.",Positive
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,-1.6115763728222736,0.7657176870372341,S000081,CUST00766,P009,Monitor,Electronics,2021-09-13,Male,East,Corporate,1,2023-10-27,Excellent customer service.,Positive
-0.33141388028281776,1.416515145738915,0.02848347956644911,-1.761602973965901,0.3620672415544173,S000082,CUST01412,P004,Desk,Furniture,2023-02-04,Male,West,Corporate,1,2023-10-12,"Met expectations, nothing special.",Neutral
-0.8899088261273976,-1.4122719650726974,-0.7482937823479908,-0.26133696252962724,-1.6561849858596667,S000083,CUST01178,P007,Pen Pack,Office Supplies,2023-08-26,Female,West,Consumer,0,2023-05-20,"Delivery was late, not happy.",Positive
2.3792728861594945,0.7093183680360119,2.879042238885495,1.3889556500502738,-1.4831919377956024,S000084,CUST01531,P001,Laptop,Electronics,2022-02-14,Female,South,Consumer,0,2023-02-05,"Terrible experience, will not buy again.",Negative
1.2108734178653944,0.7093183680360119,1.583333711922292,0.9388758466193917,-0.6758910468299688,S000085,CUST00563,P010,Projector,Electronics,2022-06-29,Male,East,Small Business,0,2023-07-14,"Worth the price, happy with the purchase.",Positive
-0.33141388028281776,0.0021215903331087897,-0.2824865669047195,0.41378274261669595,0.3620672415544173,S000086,CUST01396,P004,Desk,Furniture,2020-10-24,Female,East,Consumer,1,2023-10-24,"Worth the price, happy with the purchase.",Positive
-0.7520376888686938,-0.7050751873697942,-0.6711991249936803,-0.9364566676759504,-0.5028979987659045,S000087,CUST01792,P008,Headphones,Electronics,2023-04-11,Male,East,Consumer,0,2023-11-15,Highly recommend to others.,Positive
0.27615384323011427,-0.7050751873697942,-0.10108737312987115,0.1137295403294412,1.169368132520051,S000088,CUST01127,P002,Smartphone,Electronics,2023-02-24,Female,South,Small Business,1,2023-01-02,"Met expectations, nothing special.",Neutral
0.27615384323011427,-1.4122719650726974,-0.42501450487067177,-0.18632366195781352,-1.310198889731538,S000089,CUST01615,P002,Smartphone,Electronics,2021-11-13,Female,South,Corporate,1,2023-01-03,Product quality could be better.,Neutral
-0.8899088261273976,0.0021215903331087897,-0.7469980738210277,1.6890088523375286,0.30440289219972916,S000090,CUST01865,P007,Pen Pack,Office Supplies,2022-01-31,Female,East,Consumer,0,2023-09-26,Highly recommend to others.,Positive
-0.7520376888686938,0.0021215903331087897,-0.6323278691847842,-0.561390164816882,-0.6182266974752807,S000091,CUST01125,P008,Headphones,Electronics,2020-08-10,Female,South,Corporate,0,2023-07-09,Excellent customer service.,Positive
-0.5183577952098738,0.0021215903331087897,-0.4379715901403038,0.9388758466193917,-0.27224060134715194,S000092,CUST01861,P003,Office Chair,Furniture,2020-10-07,Female,North,Small Business,0,2023-05-10,Excellent customer service.,Positive
-0.7520376888686938,0.7093183680360119,-0.5934566133758882,1.0889024477630191,-0.5605623481205926,S000093,CUST00082,P008,Headphones,Electronics,2022-07-17,Female,West,Consumer,0,2023-06-17,Too expensive for the features offered.,Negative
-0.8899088261273976,-0.7050751873697942,-0.7476459280845092,0.7138359449039506,0.6503889883278579,S000094,CUST00178,P007,Pen Pack,Office Supplies,2020-08-30,Female,East,Consumer,0,2023-08-29,Too expensive for the features offered.,Negative
-0.5183577952098738,1.416515145738915,-0.23065822582619142,0.33876944204488224,1.3423611805841151,S000095,CUST00682,P003,Office Chair,Furniture,2022-08-23,Male,East,Corporate,0,2023-04-09,"Delivery was late, not happy.",Positive
-0.8899088261273976,-1.4122719650726974,-0.7482937823479908,0.9388758466193917,-0.9065484442487212,S000096,CUST01581,P007,Pen Pack,Office Supplies,2020-10-16,Male,North,Small Business,0,2023-09-22,Easy to use and reliable.,Neutral
-0.8899088261273976,1.416515145738915,-0.7457023652940644,1.4639689506220874,1.2846968312294271,S000097,CUST00060,P007,Pen Pack,Office Supplies,2023-02-01,Male,North,Corporate,0,2023-03-11,"Great product, very satisfied.",Positive
-0.8875720271908094,0.0021215903331087897,-0.7450545110305828,0.4887960431885096,0.18907419349035295,S000098,CUST01682,P006,Notebook,Office Supplies,2020-02-20,Male,East,Small Business,0,2023-05-01,"Great product, very satisfied.",Positive
-0.5183577952098738,0.7093183680360119,-0.3343149079832476,-1.3115231705350188,-0.848884094894033,S000099,CUST01920,P003,Office Chair,Furniture,2021-06-10,Female,East,Consumer,0,2023-09-07,Too expensive for the features offered.,Negative
-0.33141388028281776,1.416515145738915,0.02848347956644911,-1.461549771678646,-0.3875693000565282,S000100,CUST01965,P009,Monitor,Electronics,2021-04-22,Female,South,Consumer,0,2023-09-15,Product quality could be better.,Neutral
-0.33141388028281776,0.7093183680360119,-0.1270015436691352,-0.4113635636732546,0.01608114542628861,S000101,CUST00138,P004,Desk,Furniture,2023-01-03,Male,East,Consumer,0,2023-12-20,"Delivery was late, not happy.",Positive
-0.33141388028281776,-0.7050751873697942,-0.4379715901403038,-1.461549771678646,0.01608114542628861,S000102,CUST01720,P004,Desk,Furniture,2022-11-21,Male,North,Consumer,0,2023-10-28,Product quality could be better.,Neutral
2.3792728861594945,0.7093183680360119,2.879042238885495,-0.561390164816882,-0.3875693000565282,S000103,CUST01024,P001,Laptop,Electronics,2022-05-21,Female,East,Corporate,0,2023-10-28,Highly recommend to others.,Positive
-0.33141388028281776,0.0021215903331087897,-0.2824865669047195,-0.6364034653886956,1.5730185780028676,S000104,CUST01712,P004,Desk,Furniture,2023-05-11,Male,West,Small Business,0,2023-06-22,Easy to use and reliable.,Neutral
-0.19120594408752575,0.7093183680360119,0.02848347956644911,0.18874284090125487,-1.5985206365049787,S000105,CUST00067,P005,Printer,Electronics,2022-12-09,Male,West,Consumer,0,2023-01-02,Highly recommend to others.,Positive
2.3792728861594945,0.7093183680360119,2.879042238885495,-1.0114699682477641,-1.0218771429580975,S000106,CUST00111,P001,Laptop,Electronics,2023-05-20,Female,South,Small Business,1,2023-12-08,Too expensive for the features offered.,Negative
0.27615384323011427,0.0021215903331087897,0.2228397586109295,-1.6115763728222736,1.4576898792934914,S000107,CUST01790,P002,Smartphone,Electronics,2023-04-15,Male,North,Corporate,0,2023-06-24,Highly recommend to others.,Positive
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,0.18874284090125487,-1.0218771429580975,S000108,CUST00120,P004,Desk,Furniture,2023-10-04,Female,West,Consumer,0,2023-07-14,Too expensive for the features offered.,Negative
-0.33141388028281776,1.416515145738915,0.02848347956644911,0.7888492454757644,-0.9065484442487212,S000109,CUST01846,P004,Desk,Furniture,2021-05-31,Female,East,Consumer,0,2023-04-12,"Worth the price, happy with the purchase.",Positive
-0.7520376888686938,0.7093183680360119,-0.5934566133758882,1.3139423494784601,-1.5985206365049787,S000110,CUST01962,P008,Headphones,Electronics,2022-04-12,Male,East,Corporate,0,2023-09-13,"Worth the price, happy with the purchase.",Positive
-0.8875720271908094,0.7093183680360119,-0.7437588025036196,1.4639689506220874,-1.6561849858596667,S000111,CUST01123,P006,Notebook,Office Supplies,2022-03-18,Female,West,Corporate,0,2023-04-14,"Met expectations, nothing special.",Neutral
0.27615384323011427,0.0021215903331087897,0.2228397586109295,1.3889556500502738,-0.6182266974752807,S000112,CUST01140,P002,Smartphone,Electronics,2023-12-25,Female,East,Small Business,0,2023-09-24,Highly recommend to others.,Positive
-0.8899088261273976,1.416515145738915,-0.7457023652940644,-0.11131036138599985,-1.4255275884409142,S000113,CUST00668,P007,Pen Pack,Office Supplies,2020-04-05,Male,East,Corporate,0,2023-06-28,Highly recommend to others.,Positive
-0.8875720271908094,-1.4122719650726974,-0.7476459280845092,-0.4113635636732546,-0.3875693000565282,S000114,CUST01671,P006,Notebook,Office Supplies,2020-12-17,Female,West,Corporate,0,2023-02-22,Easy to use and reliable.,Neutral
-0.19120594408752575,1.416515145738915,0.2228397586109295,-1.461549771678646,1.4576898792934914,S000115,CUST01428,P005,Printer,Electronics,2020-08-20,Male,East,Consumer,0,2023-11-23,"Delivery was late, not happy.",Positive
-0.5183577952098738,0.7093183680360119,-0.3343149079832476,-0.11131036138599985,1.5153542286481796,S000116,CUST00763,P003,Office Chair,Furniture,2023-04-17,Female,South,Small Business,0,2023-06-12,Product quality could be better.,Neutral
-0.5183577952098738,1.416515145738915,-0.23065822582619142,-0.26133696252962724,0.5350602896184816,S000117,CUST01215,P003,Office Chair,Furniture,2021-01-10,Female,South,Consumer,0,2023-09-08,Highly recommend to others.,Positive
-0.8875720271908094,1.416515145738915,-0.7424630939766564,0.2637561414730686,0.24673854284504107,S000118,CUST01398,P006,Notebook,Office Supplies,2020-02-04,Female,North,Corporate,0,2023-08-23,"Great product, very satisfied.",Positive
-0.33141388028281776,-0.7050751873697942,-0.4379715901403038,1.4639689506220874,0.24673854284504107,S000119,CUST01993,P009,Monitor,Electronics,2021-04-10,Female,West,Corporate,0,2023-10-24,"Met expectations, nothing special.",Neutral
-0.7520376888686938,0.7093183680360119,-0.5934566133758882,0.7888492454757644,-0.7335553961846569,S000120,CUST01510,P008,Headphones,Electronics,2022-01-20,Male,West,Consumer,0,2023-06-15,"Delivery was late, not happy.",Positive
-0.33141388028281776,1.416515145738915,0.02848347956644911,1.3889556500502738,-0.4452336494112163,S000121,CUST01074,P004,Desk,Furniture,2023-09-14,Female,East,Consumer,0,2023-12-27,Easy to use and reliable.,Neutral
1.2108734178653944,1.416515145738915,2.1664025490557335,1.1639157483348328,-1.310198889731538,S000122,CUST00018,P010,Projector,Electronics,2020-05-17,Female,North,Consumer,0,2023-10-24,Excellent customer service.,Positive
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,1.4639689506220874,0.18907419349035295,S000123,CUST01582,P004,Desk,Furniture,2021-11-29,Female,South,Consumer,0,2023-08-07,Product quality could be better.,Neutral
